,school_name,school_id,num_students,average_300,grade,WASICHANA,WAVULANA,JUMLA,region_name,council_name
14886,KIBAFUTA,PS2007063,52.0,142.3462,C,"[0, 1, 21, 6, 0]","[0, 0, 20, 4, 0]","[0, 1, 41, 10, 0]",Tanga,Tanga CC
14887,KIGANDINI,PS2007064,119.0,159.6134,C,"[0, 11, 47, 2, 0]","[0, 14, 39, 6, 0]","[0, 25, 86, 8, 0]",Tanga,Tanga CC
14888,KIOMONI,PS2007065,68.0,159.3971,C,"[0, 4, 24, 1, 0]","[0, 9, 27, 3, 0]","[0, 13, 51, 4, 0]",Tanga,Tanga CC
14889,KIRARE,PS2007066,62.0,143.8548,C,"[0, 1, 23, 4, 0]","[0, 3, 26, 4, 1]","[0, 4, 49, 8, 1]",Tanga,Tanga CC
14890,KIRUKU,PS2007087,45.0,129.1778,C,"[0, 1, 17, 7, 0]","[0, 0, 11, 9, 0]","[0, 1, 28, 16, 0]",Tanga,Tanga CC
14891,KISIMATUI,PS2007085,65.0,160.4308,C,"[0, 2, 11, 3, 0]","[1, 11, 33, 4, 0]","[1, 13, 44, 7, 0]",Tanga,Tanga CC
14892,KISOSORA,PS2007008,72.0,176.5,C,"[0, 12, 16, 0, 0]","[0, 22, 20, 2, 0]","[0, 34, 36, 2, 0]",Tanga,Tanga CC
14893,KIVULENI,PS2007092,41.0,151.8293,C,"[0, 2, 15, 3, 0]","[0, 1, 20, 0, 0]","[0, 3, 35, 3, 0]",Tanga,Tanga CC
14894,KOMBEZI,PS2007009,106.0,149.3396,C,"[0, 8, 36, 7, 0]","[2, 6, 36, 11, 0]","[2, 14, 72, 18, 0]",Tanga,Tanga CC
14895,KWAKAEZA,PS2007026,91.0,165.7692,C,"[0, 18, 27, 2, 0]","[0, 14, 27, 3, 0]","[0, 32, 54, 5, 0]",Tanga,Tanga CC
14896,KWAMKEMBE,PS2007086,22.0,122.8636,C,"[0, 1, 8, 5, 0]","[0, 0, 1, 7, 0]","[0, 1, 9, 12, 0]",Tanga,Tanga CC
14897,KWANJEKA,PS2007010,135.0,158.1333,C,"[0, 8, 61, 5, 0]","[0, 14, 43, 4, 0]","[0, 22, 104, 9, 0]",Tanga,Tanga CC
14898,MABAMBANI,PS2007090,41.0,146.0732,C,"[0, 1, 15, 5, 0]","[0, 2, 17, 1, 0]","[0, 3, 32, 6, 0]",Tanga,Tanga CC
14899,MABAWA,PS2007011,167.0,172.7844,C,"[0, 39, 50, 5, 0]","[0, 31, 37, 5, 0]","[0, 70, 87, 10, 0]",Tanga,Tanga CC
14900,MABOKWENI,PS2007067,115.0,135.1739,C,"[0, 2, 38, 17, 0]","[0, 1, 44, 13, 0]","[0, 3, 82, 30, 0]",Tanga,Tanga CC
14901,MACHUI,PS2007068,102.0,142.6961,C,"[0, 5, 36, 11, 0]","[0, 2, 36, 12, 0]","[0, 7, 72, 23, 0]",Tanga,Tanga CC
14902,MAERE,PS2007069,42.0,142.0,C,"[0, 2, 14, 1, 0]","[0, 2, 15, 8, 0]","[0, 4, 29, 9, 0]",Tanga,Tanga CC
14903,MAFURIKO,PS2007091,172.0,155.4593,C,"[0, 24, 60, 19, 0]","[0, 14, 50, 5, 0]","[0, 38, 110, 24, 0]",Tanga,Tanga CC
14904,MAGAONI,PS2007047,152.0,162.2303,C,"[0, 21, 48, 6, 0]","[0, 23, 48, 5, 1]","[0, 44, 96, 11, 1]",Tanga,Tanga CC
14905,MAJANI-MAPANA,PS2007012,67.0,181.8806,B,"[0, 22, 6, 1, 0]","[0, 22, 14, 2, 0]","[0, 44, 20, 3, 0]",Tanga,Tanga CC
14906,MAJENGO,PS2007037,131.0,166.9084,C,"[0, 23, 45, 2, 0]","[0, 17, 38, 6, 0]","[0, 40, 83, 8, 0]",Tanga,Tanga CC
14907,MAKORORA,PS2007013,129.0,161.1938,C,"[0, 11, 42, 9, 0]","[1, 21, 41, 4, 0]","[1, 32, 83, 13, 0]",Tanga,Tanga CC
14908,MAPAMBANO,PS2007056,164.0,170.3171,C,"[2, 33, 50, 3, 0]","[1, 31, 41, 3, 0]","[3, 64, 91, 6, 0]",Tanga,Tanga CC
14909,MAPOJONI,PS2007070,83.0,139.4458,C,"[0, 2, 24, 10, 0]","[0, 3, 34, 10, 0]","[0, 5, 58, 20, 0]",Tanga,Tanga CC
14910,MARANZARA,PS2007094,74.0,143.4054,C,"[0, 4, 24, 9, 0]","[0, 4, 26, 7, 0]","[0, 8, 50, 16, 0]",Tanga,Tanga CC
14911,MARTIN SHAMBA,PS2007038,97.0,167.1237,C,"[0, 13, 37, 7, 0]","[2, 14, 24, 0, 0]","[2, 27, 61, 7, 0]",Tanga,Tanga CC
14912,MARUNGU,PS2007071,98.0,139.3163,C,"[0, 3, 37, 10, 0]","[0, 4, 32, 12, 0]","[0, 7, 69, 22, 0]",Tanga,Tanga CC
14913,MARWAH ISLAMIC,PS2007101,46.0,199.5652,B,"[3, 18, 6, 0, 0]","[2, 11, 5, 1, 0]","[5, 29, 11, 1, 0]",Tanga,Tanga CC
14914,MASIWANI,PS2007014,40.0,176.025,C,"[0, 5, 13, 0, 0]","[0, 14, 8, 0, 0]","[0, 19, 21, 0, 0]",Tanga,Tanga CC
14915,MAWENI,PS2007072,85.0,152.9294,C,"[0, 5, 26, 3, 0]","[0, 7, 38, 6, 0]","[0, 12, 64, 9, 0]",Tanga,Tanga CC
14916,MBUYUNI,PS2007015,62.0,186.7903,B,"[1, 11, 18, 0, 0]","[3, 22, 7, 0, 0]","[4, 33, 25, 0, 0]",Tanga,Tanga CC
14917,MIEMBENI,PS2007073,27.0,152.0741,C,"[0, 0, 11, 1, 0]","[0, 3, 11, 1, 0]","[0, 3, 22, 2, 0]",Tanga,Tanga CC
14918,MIKANJUNI,PS2007027,116.0,163.4914,C,"[0, 16, 36, 5, 0]","[0, 18, 37, 4, 0]","[0, 34, 73, 9, 0]",Tanga,Tanga CC
14919,MKWAKWANI,PS2007016,164.0,160.8963,C,"[0, 13, 55, 7, 0]","[0, 29, 50, 10, 0]","[0, 42, 105, 17, 0]",Tanga,Tanga CC
14920,MLENI,PS2007074,45.0,148.6444,C,"[0, 1, 14, 5, 0]","[0, 2, 20, 3, 0]","[0, 3, 34, 8, 0]",Tanga,Tanga CC
14921,MNAZI MMOJA,PS2007039,100.0,168.24,C,"[0, 10, 38, 4, 0]","[0, 22, 26, 0, 0]","[0, 32, 64, 4, 0]",Tanga,Tanga CC
14922,MNYANJANI,PS2007019,162.0,154.5617,C,"[0, 14, 69, 5, 0]","[0, 19, 44, 10, 1]","[0, 33, 113, 15, 1]",Tanga,Tanga CC
14923,MPIRANI,PS2007017,48.0,164.0625,C,"[0, 5, 14, 2, 0]","[1, 7, 17, 2, 0]","[1, 12, 31, 4, 0]",Tanga,Tanga CC
14924,MSAMBWENI,PS2007018,102.0,159.049,C,"[0, 8, 34, 8, 1]","[0, 9, 42, 0, 0]","[0, 17, 76, 8, 1]",Tanga,Tanga CC
14925,MSARA,PS2007075,170.0,155.5941,C,"[1, 19, 62, 18, 0]","[0, 20, 43, 7, 0]","[1, 39, 105, 25, 0]",Tanga,Tanga CC
14926,MUSAB',PS2007045,44.0,232.1136,B,"[10, 8, 0, 0, 0]","[11, 14, 1, 0, 0]","[21, 22, 1, 0, 0]",Tanga,Tanga CC
14927,MUZDALFA MWAKIDILA,PS2007102,34.0,195.7941,B,"[2, 10, 7, 0, 0]","[3, 9, 3, 0, 0]","[5, 19, 10, 0, 0]",Tanga,Tanga CC
14928,MWAHAKO,PS2007076,123.0,147.6748,C,"[0, 11, 34, 7, 0]","[0, 5, 53, 13, 0]","[0, 16, 87, 20, 0]",Tanga,Tanga CC
14929,MWAKIDILA,PS2007077,192.0,165.0781,C,"[1, 23, 58, 3, 0]","[1, 24, 74, 8, 0]","[2, 47, 132, 11, 0]",Tanga,Tanga CC
14930,MWAKIZARO,PS2007020,97.0,163.3608,C,"[1, 12, 22, 2, 0]","[1, 15, 37, 7, 0]","[2, 27, 59, 9, 0]",Tanga,Tanga CC
14931,MWAMBANI EBENEZER,PS2007098,34.0,236.7353,B,"[7, 12, 1, 0, 0]","[9, 4, 1, 0, 0]","[16, 16, 2, 0, 0]",Tanga,Tanga CC
14932,MWANG'OMBE,PS2007078,171.0,163.1871,C,"[1, 29, 43, 10, 0]","[1, 26, 57, 4, 0]","[2, 55, 100, 14, 0]",Tanga,Tanga CC
14933,MWANZANGE,PS2007021,146.0,154.9863,C,"[1, 13, 45, 11, 0]","[1, 18, 52, 5, 0]","[2, 31, 97, 16, 0]",Tanga,Tanga CC
14934,MWARONGO,PS2007079,32.0,135.25,C,"[0, 0, 13, 3, 0]","[0, 0, 12, 4, 0]","[0, 0, 25, 7, 0]",Tanga,Tanga CC
14935,MWENGE,PS2007040,62.0,185.871,B,"[0, 13, 16, 0, 0]","[0, 18, 15, 0, 0]","[0, 31, 31, 0, 0]",Tanga,Tanga CC
14936,MZINGANI,PS2007030,73.0,171.3288,C,"[2, 13, 23, 0, 0]","[0, 6, 27, 2, 0]","[2, 19, 50, 2, 0]",Tanga,Tanga CC
14937,NAFIAA,PS2007058,26.0,263.0,A,"[16, 2, 0, 0, 0]","[8, 0, 0, 0, 0]","[24, 2, 0, 0, 0]",Tanga,Tanga CC
14938,NDAOYA,PS2007080,86.0,141.7674,C,"[0, 1, 34, 9, 0]","[0, 2, 38, 2, 0]","[0, 3, 72, 11, 0]",Tanga,Tanga CC
14939,NGAMIANI-KUSINI,PS2007022,84.0,160.6905,C,"[0, 6, 32, 4, 0]","[0, 14, 26, 2, 0]","[0, 20, 58, 6, 0]",Tanga,Tanga CC
14940,NGUVUMALI,PS2007023,58.0,167.9483,C,"[0, 14, 14, 1, 0]","[1, 6, 18, 4, 0]","[1, 20, 32, 5, 0]",Tanga,Tanga CC
14941,PANDE,PS2007081,43.0,149.186,C,"[0, 2, 20, 4, 0]","[0, 0, 14, 3, 0]","[0, 2, 34, 7, 0]",Tanga,Tanga CC
14942,PONGWE,PS2007082,134.0,172.1119,C,"[0, 23, 31, 2, 0]","[0, 25, 50, 3, 0]","[0, 48, 81, 5, 0]",Tanga,Tanga CC
14943,POPATLAL,PS2007028,26.0,278.8077,A,"[17, 0, 0, 0, 0]","[9, 0, 0, 0, 0]","[26, 0, 0, 0, 0]",Tanga,Tanga CC
14944,PRINCE AND PRINCESS,PS2007099,59.0,251.0508,A,"[19, 12, 0, 0, 0]","[19, 9, 0, 0, 0]","[38, 21, 0, 0, 0]",Tanga,Tanga CC
14945,PUTINI,PS2007107,48.0,151.0,C,"[0, 2, 19, 3, 0]","[0, 4, 19, 1, 0]","[0, 6, 38, 4, 0]",Tanga,Tanga CC
14946,RASKAZONE,PS2007031,59.0,277.339,A,"[25, 1, 0, 0, 0]","[33, 0, 0, 0, 0]","[58, 1, 0, 0, 0]",Tanga,Tanga CC
14947,RUBAWA,PS2007093,30.0,120.6667,C,"[0, 0, 6, 7, 0]","[0, 0, 9, 8, 0]","[0, 0, 15, 15, 0]",Tanga,Tanga CC
14948,SAHARE,PS2007024,144.0,159.0,C,"[0, 15, 57, 10, 0]","[0, 17, 39, 6, 0]","[0, 32, 96, 16, 0]",Tanga,Tanga CC
14949,SAHARE,PS2007043,41.0,207.0,B,"[0, 17, 4, 0, 0]","[0, 18, 2, 0, 0]","[0, 35, 6, 0, 0]",Tanga,Tanga CC
14950,SARUJI,PS2007088,94.0,150.2872,C,"[0, 5, 41, 4, 0]","[0, 2, 36, 6, 0]","[0, 7, 77, 10, 0]",Tanga,Tanga CC
14951,SHAABAN ROBERT,PS2007042,149.0,173.8121,C,"[1, 23, 46, 3, 0]","[2, 32, 39, 3, 0]","[3, 55, 85, 6, 0]",Tanga,Tanga CC
14952,SIR JOHN,PS2007046,44.0,242.0,A,"[15, 3, 0, 0, 0]","[9, 16, 1, 0, 0]","[24, 19, 1, 0, 0]",Tanga,Tanga CC
14953,TONGONI,PS2007083,48.0,143.0208,C,"[0, 1, 26, 4, 0]","[0, 0, 15, 2, 0]","[0, 1, 41, 6, 0]",Tanga,Tanga CC
14954,TRIPLE A,PS2007108,6.0,247.3333,A,"[3, 0, 0, 0, 0]","[2, 1, 0, 0, 0]","[5, 1, 0, 0, 0]",Tanga,Tanga CC
14955,UKOMBOZI,PS2007041,161.0,168.764,C,"[0, 34, 36, 3, 0]","[0, 25, 57, 6, 0]","[0, 59, 93, 9, 0]",Tanga,Tanga CC
14956,USAGARA,PS2007025,111.0,179.045,C,"[3, 30, 21, 1, 0]","[0, 16, 39, 1, 0]","[3, 46, 60, 2, 0]",Tanga,Tanga CC
14957,YUSUF MAKAMBA,PS2007050,72.0,164.5972,C,"[0, 9, 28, 1, 0]","[0, 9, 23, 2, 0]","[0, 18, 51, 3, 0]",Tanga,Tanga CC
14958,ZIWANI,PS2007084,128.0,170.3906,C,"[0, 20, 40, 3, 0]","[0, 31, 26, 8, 0]","[0, 51, 66, 11, 0]",Tanga,Tanga CC
14959,ABZOMA,PS2101139,16.0,224.9375,B,"[5, 4, 1, 0, 0]","[2, 3, 1, 0, 0]","[7, 7, 2, 0, 0]",Manyara,Babati
14960,ARRI,PS2101001,73.0,138.9041,C,"[0, 3, 26, 5, 0]","[0, 2, 25, 11, 1]","[0, 5, 51, 16, 1]",Manyara,Babati
14961,ARRI-TSAAYO,PS2101002,80.0,129.525,C,"[0, 2, 28, 9, 2]","[0, 3, 21, 14, 1]","[0, 5, 49, 23, 3]",Manyara,Babati
14962,AYAMANGO,PS2101003,83.0,148.3133,C,"[0, 3, 35, 7, 0]","[0, 3, 30, 5, 0]","[0, 6, 65, 12, 0]",Manyara,Babati
14963,AYAQANJA,PS2101004,52.0,148.4231,C,"[0, 6, 13, 2, 0]","[0, 6, 17, 8, 0]","[0, 12, 30, 10, 0]",Manyara,Babati
14964,AYASANDA,PS2101005,30.0,143.3,C,"[0, 2, 9, 1, 0]","[0, 0, 13, 5, 0]","[0, 2, 22, 6, 0]",Manyara,Babati
14965,AYATSEA,PS2101126,58.0,157.0862,C,"[0, 3, 21, 4, 0]","[2, 9, 15, 4, 0]","[2, 12, 36, 8, 0]",Manyara,Babati
14966,BACHO,PS2101006,26.0,169.4615,C,"[0, 4, 5, 1, 0]","[0, 6, 9, 1, 0]","[0, 10, 14, 2, 0]",Manyara,Babati
14967,BASHNET,PS2101007,86.0,153.9767,C,"[0, 9, 32, 6, 0]","[0, 7, 27, 5, 0]","[0, 16, 59, 11, 0]",Manyara,Babati
14968,BERMI,PS2101008,75.0,145.5067,C,"[0, 3, 34, 5, 0]","[0, 3, 21, 9, 0]","[0, 6, 55, 14, 0]",Manyara,Babati
14969,BIRSIMA,PS2101123,79.0,184.5696,B,"[1, 14, 15, 1, 0]","[3, 26, 18, 1, 0]","[4, 40, 33, 2, 0]",Manyara,Babati
14970,BOAY,PS2101009,52.0,151.9038,C,"[0, 7, 12, 0, 0]","[0, 5, 17, 11, 0]","[0, 12, 29, 11, 0]",Manyara,Babati
14971,BUBU,PS2101010,33.0,147.6061,C,"[0, 3, 13, 2, 0]","[0, 1, 12, 2, 0]","[0, 4, 25, 4, 0]",Manyara,Babati
14972,BULKERI,PS2101130,21.0,129.381,C,"[0, 0, 9, 3, 0]","[0, 0, 4, 5, 0]","[0, 0, 13, 8, 0]",Manyara,Babati
14973,CHALLO,PS2101133,48.0,161.4375,C,"[0, 5, 20, 3, 0]","[0, 7, 12, 1, 0]","[0, 12, 32, 4, 0]",Manyara,Babati
14974,DABIL,PS2101011,59.0,146.8305,C,"[0, 3, 16, 7, 0]","[0, 10, 15, 8, 0]","[0, 13, 31, 15, 0]",Manyara,Babati
14975,DAREDA KATI,PS2101012,161.0,161.2981,C,"[0, 24, 64, 15, 0]","[1, 19, 30, 8, 0]","[1, 43, 94, 23, 0]",Manyara,Babati
14976,DAREDA MISSION,PS2101013,132.0,154.947,C,"[0, 22, 43, 15, 2]","[0, 19, 21, 10, 0]","[0, 41, 64, 25, 2]",Manyara,Babati
14977,DARWEDICK,PS2101090,57.0,119.3509,D,"[0, 0, 11, 25, 0]","[0, 3, 9, 9, 0]","[0, 3, 20, 34, 0]",Manyara,Babati
14978,DIFFIR,PS2101014,84.0,132.0714,C,"[0, 1, 27, 18, 2]","[1, 2, 25, 8, 0]","[1, 3, 52, 26, 2]",Manyara,Babati
14979,DITSOMA,PS2101015,52.0,158.9231,C,"[0, 3, 22, 0, 0]","[0, 8, 15, 4, 0]","[0, 11, 37, 4, 0]",Manyara,Babati
14980,DOHOM,PS2101016,54.0,151.6481,C,"[0, 3, 18, 7, 0]","[0, 6, 18, 2, 0]","[0, 9, 36, 9, 0]",Manyara,Babati
14981,DONYA,PS2101017,96.0,128.3854,C,"[0, 1, 35, 21, 0]","[0, 1, 21, 17, 0]","[0, 2, 56, 38, 0]",Manyara,Babati
14982,DUDIYE,PS2101018,82.0,144.8902,C,"[0, 9, 33, 7, 0]","[0, 4, 15, 12, 2]","[0, 13, 48, 19, 2]",Manyara,Babati
14983,DUDUMERA,PS2101019,53.0,142.434,C,"[0, 2, 18, 5, 0]","[0, 2, 19, 7, 0]","[0, 4, 37, 12, 0]",Manyara,Babati
14984,DURU,PS2101020,65.0,147.8615,C,"[0, 3, 34, 3, 0]","[0, 4, 19, 2, 0]","[0, 7, 53, 5, 0]",Manyara,Babati
14985,ELUWAY,PS2101134,40.0,157.05,C,"[0, 1, 24, 1, 0]","[0, 5, 8, 1, 0]","[0, 6, 32, 2, 0]",Manyara,Babati
14986,ENDABERG,PS2101021,68.0,152.75,C,"[0, 7, 26, 4, 0]","[0, 2, 24, 5, 0]","[0, 9, 50, 9, 0]",Manyara,Babati
14987,ENDABOK,PS2101135,39.0,105.359,D,"[0, 1, 5, 9, 2]","[0, 1, 6, 14, 1]","[0, 2, 11, 23, 3]",Manyara,Babati
14988,ENDADIMET,PS2101109,68.0,153.3676,C,"[0, 1, 36, 2, 0]","[0, 7, 17, 5, 0]","[0, 8, 53, 7, 0]",Manyara,Babati
14989,ENDADOSH,PS2101022,103.0,150.0388,C,"[0, 3, 32, 11, 0]","[1, 19, 29, 7, 1]","[1, 22, 61, 18, 1]",Manyara,Babati
14990,ENDAGILE,PS2101023,30.0,170.0667,C,"[0, 7, 12, 0, 0]","[0, 0, 11, 0, 0]","[0, 7, 23, 0, 0]",Manyara,Babati
14991,ENDAGWE,PS2101024,64.0,137.5625,C,"[0, 2, 22, 15, 0]","[0, 3, 18, 4, 0]","[0, 5, 40, 19, 0]",Manyara,Babati
14992,ENDAKISO,PS2101025,64.0,155.4219,C,"[0, 4, 31, 3, 0]","[0, 6, 18, 2, 0]","[0, 10, 49, 5, 0]",Manyara,Babati
14993,ENDALLAH,PS2101091,39.0,156.8718,C,"[0, 3, 19, 5, 0]","[0, 4, 7, 1, 0]","[0, 7, 26, 6, 0]",Manyara,Babati
14994,ENDAMAGHAI,PS2101026,52.0,146.9038,C,"[0, 6, 17, 4, 0]","[0, 5, 15, 4, 1]","[0, 11, 32, 8, 1]",Manyara,Babati
14995,ENDANACHAN,PS2101027,60.0,167.6833,C,"[0, 2, 26, 2, 0]","[2, 12, 16, 0, 0]","[2, 14, 42, 2, 0]",Manyara,Babati
14996,ENDANOGA,PS2101101,81.0,199.5062,B,"[5, 24, 16, 1, 0]","[8, 18, 8, 1, 0]","[13, 42, 24, 2, 0]",Manyara,Babati
14997,ENDASAGO,PS2101092,44.0,186.6818,B,"[0, 18, 2, 0, 0]","[0, 16, 6, 2, 0]","[0, 34, 8, 2, 0]",Manyara,Babati
14998,ENDAW,PS2101028,45.0,176.3333,C,"[0, 8, 16, 3, 0]","[0, 16, 2, 0, 0]","[0, 24, 18, 3, 0]",Manyara,Babati
14999,ERRI,PS2101029,63.0,147.9048,C,"[0, 3, 27, 7, 0]","[0, 6, 12, 8, 0]","[0, 9, 39, 15, 0]",Manyara,Babati
15000,GABADAW,PS2101030,68.0,143.9559,C,"[0, 5, 22, 9, 0]","[0, 5, 20, 6, 1]","[0, 10, 42, 15, 1]",Manyara,Babati
15001,GAJAL,PS2101031,84.0,154.869,C,"[0, 9, 32, 13, 0]","[0, 7, 19, 4, 0]","[0, 16, 51, 17, 0]",Manyara,Babati
15002,GALLAPO FOUNDATION,PS2101140,12.0,231.5833,B,"[3, 2, 0, 0, 0]","[2, 5, 0, 0, 0]","[5, 7, 0, 0, 0]",Manyara,Babati
15003,GALLAPO,PS2101032,114.0,157.8333,C,"[1, 14, 39, 4, 1]","[0, 12, 41, 2, 0]","[1, 26, 80, 6, 1]",Manyara,Babati
15004,GAWAL,PS2101033,71.0,135.8873,C,"[0, 1, 23, 14, 0]","[0, 6, 17, 9, 1]","[0, 7, 40, 23, 1]",Manyara,Babati
15005,GEDAMAR,PS2101034,48.0,165.6042,C,"[0, 9, 11, 2, 0]","[0, 7, 18, 1, 0]","[0, 16, 29, 3, 0]",Manyara,Babati
15006,GESBERT,PS2101035,29.0,157.0,C,"[0, 3, 9, 1, 0]","[0, 2, 13, 1, 0]","[0, 5, 22, 2, 0]",Manyara,Babati
15007,GETABUSKE,PS2101102,47.0,112.8723,D,"[0, 1, 10, 15, 0]","[0, 0, 6, 13, 2]","[0, 1, 16, 28, 2]",Manyara,Babati
15008,GETARA,PS2101131,24.0,140.6667,C,"[0, 0, 15, 2, 0]","[0, 0, 5, 2, 0]","[0, 0, 20, 4, 0]",Manyara,Babati
15009,GICHAMEDA,PS2101036,143.0,160.1049,C,"[0, 16, 62, 7, 0]","[1, 16, 37, 4, 0]","[1, 32, 99, 11, 0]",Manyara,Babati
15010,GIDABAGHAR,PS2101037,57.0,135.807,C,"[0, 4, 20, 5, 1]","[0, 0, 16, 11, 0]","[0, 4, 36, 16, 1]",Manyara,Babati
15011,GIDAS,PS2101038,69.0,144.2899,C,"[0, 5, 29, 6, 0]","[0, 1, 22, 6, 0]","[0, 6, 51, 12, 0]",Manyara,Babati
15012,GIDEWARI,PS2101039,46.0,132.8043,C,"[0, 1, 13, 15, 0]","[0, 1, 11, 5, 0]","[0, 2, 24, 20, 0]",Manyara,Babati
15013,GIDNG'ATA,PS2101093,43.0,129.7907,C,"[0, 4, 9, 8, 0]","[0, 1, 10, 11, 0]","[0, 5, 19, 19, 0]",Manyara,Babati
15014,GIDNG'WAR,PS2101040,81.0,145.2346,C,"[0, 5, 20, 23, 0]","[0, 10, 21, 2, 0]","[0, 15, 41, 25, 0]",Manyara,Babati
15015,GIJEDABUNG,PS2101041,73.0,152.8082,C,"[0, 5, 24, 3, 0]","[1, 6, 28, 6, 0]","[1, 11, 52, 9, 0]",Manyara,Babati
15016,GLORY JUNIOR,PS2101143,23.0,249.087,A,"[9, 4, 0, 0, 0]","[9, 1, 0, 0, 0]","[18, 5, 0, 0, 0]",Manyara,Babati
15017,GREENLAND,PS2101144,10.0,215.8,B,"[2, 2, 1, 0, 0]","[2, 2, 1, 0, 0]","[4, 4, 2, 0, 0]",Manyara,Babati
15018,GUSE,PS2101042,55.0,174.0364,C,"[1, 22, 11, 2, 0]","[0, 4, 13, 2, 0]","[1, 26, 24, 4, 0]",Manyara,Babati
15019,HALLU,PS2101103,70.0,161.4286,C,"[0, 5, 24, 3, 0]","[0, 11, 25, 2, 0]","[0, 16, 49, 5, 0]",Manyara,Babati
15020,HAYSAM,PS2101104,78.0,164.3077,C,"[1, 9, 27, 8, 0]","[0, 14, 18, 1, 0]","[1, 23, 45, 9, 0]",Manyara,Babati
15021,HAYTEMBA,PS2101110,46.0,170.3696,C,"[0, 5, 12, 0, 0]","[1, 9, 16, 3, 0]","[1, 14, 28, 3, 0]",Manyara,Babati
15022,HEWASI,PS2101136,38.0,136.3947,C,"[0, 2, 17, 3, 0]","[0, 0, 11, 5, 0]","[0, 2, 28, 8, 0]",Manyara,Babati
15023,HOLLYLAND,PS2101142,22.0,249.5909,A,"[12, 0, 0, 0, 0]","[8, 2, 0, 0, 0]","[20, 2, 0, 0, 0]",Manyara,Babati
15024,HOSHAN,PS2101043,65.0,138.9846,C,"[0, 2, 25, 7, 0]","[0, 3, 16, 12, 0]","[0, 5, 41, 19, 0]",Manyara,Babati
15025,JANGWANI,PS2101105,65.0,151.1846,C,"[0, 3, 32, 6, 0]","[0, 8, 12, 4, 0]","[0, 11, 44, 10, 0]",Manyara,Babati
15026,JOSHUA FOUNDATION,PS2101044,38.0,199.1842,B,"[2, 8, 5, 0, 0]","[4, 12, 6, 1, 0]","[6, 20, 11, 1, 0]",Manyara,Babati
15027,KAKOI,PS2101094,49.0,148.5306,C,"[0, 1, 18, 6, 0]","[0, 4, 18, 2, 0]","[0, 5, 36, 8, 0]",Manyara,Babati
15028,KAMBI,PS2101137,35.0,144.4286,C,"[0, 1, 10, 3, 0]","[0, 2, 16, 3, 0]","[0, 3, 26, 6, 0]",Manyara,Babati
15029,KIBAONI,PS2101095,116.0,162.4914,C,"[1, 13, 45, 5, 0]","[0, 21, 27, 4, 0]","[1, 34, 72, 9, 0]",Manyara,Babati
15030,KIROROMA,PS2101111,37.0,144.9189,C,"[0, 3, 17, 2, 0]","[0, 0, 11, 4, 0]","[0, 3, 28, 6, 0]",Manyara,Babati
15031,KIRUDICK,PS2101045,52.0,134.5385,C,"[0, 0, 12, 8, 0]","[0, 2, 21, 9, 0]","[0, 2, 33, 17, 0]",Manyara,Babati
15032,KIRUNDOGO,PS2101046,25.0,142.56,C,"[0, 0, 8, 2, 0]","[0, 1, 11, 3, 0]","[0, 1, 19, 5, 0]",Manyara,Babati
15033,KIRUSIX,PS2101047,140.0,149.4857,C,"[0, 12, 45, 15, 0]","[1, 14, 37, 15, 1]","[1, 26, 82, 30, 1]",Manyara,Babati
15034,KISANGAJI,PS2101048,122.0,145.2459,C,"[1, 6, 38, 16, 1]","[0, 12, 30, 18, 0]","[1, 18, 68, 34, 1]",Manyara,Babati
15035,KISESE,PS2101112,78.0,157.7564,C,"[0, 7, 33, 4, 0]","[0, 7, 24, 3, 0]","[0, 14, 57, 7, 0]",Manyara,Babati
15036,KOKOMAY,PS2101049,38.0,131.4211,C,"[0, 1, 15, 4, 0]","[0, 1, 9, 8, 0]","[0, 2, 24, 12, 0]",Manyara,Babati
15037,KWANKWARI,PS2101113,96.0,140.5208,C,"[0, 7, 34, 13, 0]","[0, 5, 21, 15, 1]","[0, 12, 55, 28, 1]",Manyara,Babati
15038,KWARAA,PS2101050,72.0,180.1667,C,"[0, 8, 26, 0, 0]","[1, 26, 10, 1, 0]","[1, 34, 36, 1, 0]",Manyara,Babati
15039,LAGHANADESH,PS2101096,41.0,147.1707,C,"[0, 3, 22, 4, 0]","[0, 1, 10, 1, 0]","[0, 4, 32, 5, 0]",Manyara,Babati
15040,LAKITA MPC,PS2101145,8.0,191.625,B,"[0, 0, 1, 0, 0]","[1, 2, 4, 0, 0]","[1, 2, 5, 0, 0]",Manyara,Babati
15041,LOMUHONG,PS2101114,69.0,162.8696,C,"[0, 14, 20, 2, 0]","[0, 13, 14, 6, 0]","[0, 27, 34, 8, 0]",Manyara,Babati
15042,LONG,PS2101051,94.0,133.0532,C,"[0, 8, 32, 15, 0]","[0, 3, 17, 19, 0]","[0, 11, 49, 34, 0]",Manyara,Babati
15043,LUXMANDA,PS2101052,116.0,138.3103,C,"[0, 7, 35, 23, 0]","[0, 12, 20, 17, 2]","[0, 19, 55, 40, 2]",Manyara,Babati
15044,MADUNGA,PS2101053,61.0,139.8361,C,"[0, 2, 26, 10, 0]","[0, 3, 13, 7, 0]","[0, 5, 39, 17, 0]",Manyara,Babati
15045,MAGANJWA,PS2101054,69.0,149.8261,C,"[0, 2, 31, 6, 0]","[0, 7, 18, 4, 1]","[0, 9, 49, 10, 1]",Manyara,Babati
