,school_name,school_id,num_students,average_300,grade,WASICHANA,WAVULANA,JUMLA,region_name,council_name
15046,MAGARA,PS2101055,120.0,161.2417,C,"[0, 8, 37, 10, 0]","[0, 23, 38, 4, 0]","[0, 31, 75, 14, 0]",Manyara,Babati
15047,MAGUGU,PS2101056,111.0,159.3153,C,"[0, 5, 40, 3, 0]","[0, 17, 40, 6, 0]","[0, 22, 80, 9, 0]",Manyara,Babati
15048,MAJENGO,PS2101057,47.0,142.7872,C,"[0, 3, 19, 4, 0]","[0, 3, 13, 4, 1]","[0, 6, 32, 8, 1]",Manyara,Babati
15049,MAMIRE,PS2101115,83.0,172.8554,C,"[1, 7, 28, 1, 0]","[2, 17, 26, 1, 0]","[3, 24, 54, 2, 0]",Manyara,Babati
15050,MANDAGEW,PS2101058,60.0,132.5167,C,"[0, 1, 26, 13, 0]","[0, 2, 8, 10, 0]","[0, 3, 34, 23, 0]",Manyara,Babati
15051,MANDI,PS2101059,53.0,158.7736,C,"[0, 10, 18, 2, 0]","[0, 7, 12, 4, 0]","[0, 17, 30, 6, 0]",Manyara,Babati
15052,MANYARA,PS2101124,56.0,194.125,B,"[0, 12, 13, 0, 0]","[2, 22, 7, 0, 0]","[2, 34, 20, 0, 0]",Manyara,Babati
15053,MAPEA,PS2101060,111.0,170.1982,C,"[0, 23, 37, 1, 0]","[0, 11, 38, 1, 0]","[0, 34, 75, 2, 0]",Manyara,Babati
15054,MASWARE,PS2101061,58.0,151.6207,C,"[0, 2, 31, 1, 0]","[0, 4, 17, 3, 0]","[0, 6, 48, 4, 0]",Manyara,Babati
15055,MATUFA,PS2101062,112.0,150.6161,C,"[0, 8, 44, 5, 2]","[0, 5, 39, 9, 0]","[0, 13, 83, 14, 2]",Manyara,Babati
15056,MAWENI,PS2101063,88.0,147.4773,C,"[0, 6, 34, 10, 0]","[0, 11, 19, 8, 0]","[0, 17, 53, 18, 0]",Manyara,Babati
15057,MAYOKA,PS2101064,59.0,172.2034,C,"[0, 14, 19, 2, 0]","[0, 11, 11, 2, 0]","[0, 25, 30, 4, 0]",Manyara,Babati
15058,MBUGWE,PS2101065,86.0,168.5465,C,"[0, 9, 28, 5, 0]","[1, 25, 15, 3, 0]","[1, 34, 43, 8, 0]",Manyara,Babati
15059,MDORI,PS2101132,57.0,158.9649,C,"[0, 3, 25, 2, 0]","[0, 6, 20, 1, 0]","[0, 9, 45, 3, 0]",Manyara,Babati
15060,MEKIROY,PS2101097,156.0,161.1474,C,"[0, 21, 65, 4, 1]","[0, 23, 39, 3, 0]","[0, 44, 104, 7, 1]",Manyara,Babati
15061,MERR,PS2101066,50.0,132.62,C,"[0, 0, 19, 12, 0]","[0, 1, 11, 7, 0]","[0, 1, 30, 19, 0]",Manyara,Babati
15062,MIGUNGANI,PS2101127,62.0,165.2258,C,"[0, 5, 18, 4, 0]","[0, 14, 19, 2, 0]","[0, 19, 37, 6, 0]",Manyara,Babati
15063,MINJINGU,PS2101067,120.0,160.975,C,"[1, 14, 45, 3, 0]","[0, 13, 38, 6, 0]","[1, 27, 83, 9, 0]",Manyara,Babati
15064,MIYAQW,PS2101098,48.0,122.7292,C,"[0, 0, 16, 13, 0]","[0, 2, 8, 9, 0]","[0, 2, 24, 22, 0]",Manyara,Babati
15065,MORONGI,PS2101116,80.0,152.1375,C,"[0, 6, 21, 7, 0]","[0, 6, 34, 6, 0]","[0, 12, 55, 13, 0]",Manyara,Babati
15066,MOYA,PS2101117,66.0,166.3636,C,"[0, 12, 19, 3, 0]","[0, 13, 15, 4, 0]","[0, 25, 34, 7, 0]",Manyara,Babati
15067,MWIKANTSI,PS2101068,41.0,166.9756,C,"[0, 4, 16, 1, 0]","[0, 12, 6, 2, 0]","[0, 16, 22, 3, 0]",Manyara,Babati
15068,NAAMO,PS2101099,52.0,133.6538,C,"[0, 1, 14, 12, 0]","[0, 3, 13, 9, 0]","[0, 4, 27, 21, 0]",Manyara,Babati
15069,NAR,PS2101069,37.0,152.5676,C,"[0, 8, 7, 5, 0]","[0, 2, 10, 5, 0]","[0, 10, 17, 10, 0]",Manyara,Babati
15070,NGOLLEY,PS2101070,47.0,156.6383,C,"[0, 4, 16, 0, 0]","[0, 9, 12, 6, 0]","[0, 13, 28, 6, 0]",Manyara,Babati
15071,NGW'ANG'WERI,PS2101071,59.0,154.1525,C,"[0, 5, 27, 2, 0]","[0, 5, 18, 2, 0]","[0, 10, 45, 4, 0]",Manyara,Babati
15072,OIM,PS2101072,110.0,175.2727,C,"[0, 17, 34, 0, 0]","[1, 28, 30, 0, 0]","[1, 45, 64, 0, 0]",Manyara,Babati
15073,OLTUKAI,PS2101106,56.0,197.3929,B,"[0, 15, 10, 0, 0]","[1, 24, 6, 0, 0]","[1, 39, 16, 0, 0]",Manyara,Babati
15074,ORBESH,PS2101073,75.0,132.0667,C,"[0, 6, 29, 20, 0]","[0, 1, 10, 8, 1]","[0, 7, 39, 28, 1]",Manyara,Babati
15075,ORNG'ADIDA,PS2101074,113.0,162.4602,C,"[1, 12, 46, 3, 0]","[1, 15, 31, 4, 0]","[2, 27, 77, 7, 0]",Manyara,Babati
15076,PATRICIA ELIZABETH,PS2101141,27.0,214.1481,B,"[1, 9, 0, 0, 0]","[1, 12, 4, 0, 0]","[2, 21, 4, 0, 0]",Manyara,Babati
15077,PATRICK WINTERS,PS2101107,94.0,153.3085,C,"[0, 8, 41, 6, 0]","[0, 10, 19, 10, 0]","[0, 18, 60, 16, 0]",Manyara,Babati
15078,PONGAY,PS2101128,34.0,125.5294,C,"[0, 0, 11, 7, 0]","[0, 0, 10, 6, 0]","[0, 0, 21, 13, 0]",Manyara,Babati
15079,QAMEYU,PS2101075,37.0,198.0,B,"[0, 19, 2, 0, 0]","[0, 15, 1, 0, 0]","[0, 34, 3, 0, 0]",Manyara,Babati
15080,QASH,PS2101076,131.0,130.2366,C,"[0, 6, 44, 24, 0]","[0, 3, 31, 20, 3]","[0, 9, 75, 44, 3]",Manyara,Babati
15081,QAYMANDA,PS2101118,53.0,169.8113,C,"[0, 10, 25, 2, 0]","[0, 9, 7, 0, 0]","[0, 19, 32, 2, 0]",Manyara,Babati
15082,QWAAM,PS2101119,39.0,128.8462,C,"[0, 0, 7, 14, 0]","[0, 3, 8, 7, 0]","[0, 3, 15, 21, 0]",Manyara,Babati
15083,RIRODA,PS2101077,130.0,151.3769,C,"[0, 8, 52, 7, 0]","[1, 9, 42, 11, 0]","[1, 17, 94, 18, 0]",Manyara,Babati
15084,SABILO,PS2101078,54.0,160.2778,C,"[0, 3, 25, 3, 0]","[0, 10, 12, 1, 0]","[0, 13, 37, 4, 0]",Manyara,Babati
15085,SAMTA,PS2101108,50.0,149.56,C,"[0, 5, 22, 5, 0]","[0, 3, 14, 1, 0]","[0, 8, 36, 6, 0]",Manyara,Babati
15086,SANGAIWE,PS2101079,53.0,167.2075,C,"[0, 7, 20, 3, 0]","[1, 9, 13, 0, 0]","[1, 16, 33, 3, 0]",Manyara,Babati
15087,SANGARA,PS2101120,55.0,141.3455,C,"[0, 4, 25, 5, 0]","[0, 1, 14, 6, 0]","[0, 5, 39, 11, 0]",Manyara,Babati
15088,SARAME,PS2101080,43.0,145.5814,C,"[0, 0, 22, 4, 0]","[0, 5, 9, 3, 0]","[0, 5, 31, 7, 0]",Manyara,Babati
15089,SAYDODA,PS2101100,78.0,137.5513,C,"[0, 1, 29, 18, 0]","[0, 5, 21, 4, 0]","[0, 6, 50, 22, 0]",Manyara,Babati
15090,SECHEK,PS2101081,44.0,152.5682,C,"[0, 1, 24, 3, 0]","[0, 4, 10, 2, 0]","[0, 5, 34, 5, 0]",Manyara,Babati
15091,SELOTO,PS2101082,51.0,134.6275,C,"[0, 2, 21, 6, 0]","[0, 0, 15, 7, 0]","[0, 2, 36, 13, 0]",Manyara,Babati
15092,SHARMO,PS2101083,37.0,153.2432,C,"[0, 7, 14, 0, 0]","[0, 5, 5, 2, 4]","[0, 12, 19, 2, 4]",Manyara,Babati
15093,SHAURIMOYO,PS2101084,68.0,161.3676,C,"[0, 8, 20, 3, 0]","[1, 10, 20, 6, 0]","[1, 18, 40, 9, 0]",Manyara,Babati
15094,SIRONGA,PS2101129,24.0,204.2917,B,"[0, 12, 2, 0, 0]","[0, 8, 2, 0, 0]","[0, 20, 4, 0, 0]",Manyara,Babati
15095,SORA,PS2101125,63.0,145.8889,C,"[0, 6, 26, 3, 0]","[0, 4, 16, 7, 1]","[0, 10, 42, 10, 1]",Manyara,Babati
15096,TARANGIRE,PS2101085,66.0,153.7273,C,"[0, 5, 18, 4, 0]","[1, 8, 25, 5, 0]","[1, 13, 43, 9, 0]",Manyara,Babati
15097,TSAMASI,PS2101086,82.0,141.7073,C,"[0, 7, 26, 7, 0]","[0, 5, 21, 13, 3]","[0, 12, 47, 20, 3]",Manyara,Babati
15098,UFANA,PS2101087,78.0,147.5769,C,"[0, 9, 22, 10, 0]","[0, 6, 27, 4, 0]","[0, 15, 49, 14, 0]",Manyara,Babati
15099,UFANI,PS2101121,66.0,145.8485,C,"[0, 5, 23, 3, 0]","[0, 3, 25, 7, 0]","[0, 8, 48, 10, 0]",Manyara,Babati
15100,UTWARI,PS2101088,62.0,127.3226,C,"[0, 5, 12, 18, 0]","[0, 4, 11, 12, 0]","[0, 9, 23, 30, 0]",Manyara,Babati
15101,VILIMAVITATU,PS2101089,31.0,169.6774,C,"[0, 4, 9, 0, 0]","[0, 5, 13, 0, 0]","[0, 9, 22, 0, 0]",Manyara,Babati
15102,WALLAHU,PS2101138,27.0,164.0,C,"[0, 2, 13, 0, 0]","[0, 1, 11, 0, 0]","[0, 3, 24, 0, 0]",Manyara,Babati
15103,YAROTONIK,PS2101122,44.0,131.9773,C,"[0, 2, 14, 6, 0]","[0, 1, 11, 10, 0]","[0, 3, 25, 16, 0]",Manyara,Babati
15104,ALDERSGATE,PS2106024,42.0,229.2143,B,"[7, 10, 1, 0, 0]","[11, 12, 1, 0, 0]","[18, 22, 2, 0, 0]",Manyara,Babati TC
15105,AMKA AFRIKA,PS2106035,61.0,243.0328,A,"[15, 18, 0, 0, 0]","[19, 9, 0, 0, 0]","[34, 27, 0, 0, 0]",Manyara,Babati TC
15106,AN-NUR MUSLIM,PS2106040,14.0,190.5,B,"[0, 3, 4, 0, 0]","[2, 2, 3, 0, 0]","[2, 5, 7, 0, 0]",Manyara,Babati TC
15107,BABATI,PS2106001,122.0,175.377,C,"[1, 28, 22, 6, 0]","[2, 28, 27, 8, 0]","[3, 56, 49, 14, 0]",Manyara,Babati TC
15108,BAMBAY,PS2106025,58.0,160.5172,C,"[0, 7, 23, 3, 0]","[0, 5, 19, 1, 0]","[0, 12, 42, 4, 0]",Manyara,Babati TC
15109,BONGA,PS2106002,115.0,181.3739,B,"[0, 26, 34, 2, 0]","[2, 28, 23, 0, 0]","[2, 54, 57, 2, 0]",Manyara,Babati TC
15110,CHEMCHEM,PS2106003,53.0,152.7925,C,"[0, 0, 27, 4, 0]","[0, 7, 14, 1, 0]","[0, 7, 41, 5, 0]",Manyara,Babati TC
15111,DAGHAILOY,PS2106033,41.0,146.6341,C,"[0, 1, 14, 6, 0]","[0, 2, 17, 1, 0]","[0, 3, 31, 7, 0]",Manyara,Babati TC
15112,DARAJANI,PS2106028,91.0,174.1319,C,"[2, 20, 19, 0, 0]","[0, 21, 26, 3, 0]","[2, 41, 45, 3, 0]",Manyara,Babati TC
15113,DEBORA,PS2106026,36.0,257.3889,A,"[11, 6, 0, 0, 0]","[16, 3, 0, 0, 0]","[27, 9, 0, 0, 0]",Manyara,Babati TC
15114,DEIRA,PS2106036,43.0,256.186,A,"[15, 4, 0, 0, 0]","[20, 4, 0, 0, 0]","[35, 8, 0, 0, 0]",Manyara,Babati TC
15115,GENDI,PS2106004,85.0,173.7647,C,"[2, 14, 25, 1, 0]","[0, 12, 30, 1, 0]","[2, 26, 55, 2, 0]",Manyara,Babati TC
15116,HALLA,PS2106005,49.0,163.1224,C,"[0, 6, 19, 0, 0]","[0, 6, 16, 2, 0]","[0, 12, 35, 2, 0]",Manyara,Babati TC
15117,HANGONI,PS2106006,138.0,181.2899,B,"[4, 33, 42, 1, 0]","[6, 18, 32, 2, 0]","[10, 51, 74, 3, 0]",Manyara,Babati TC
15118,HARAA,PS2106007,36.0,132.2222,C,"[0, 0, 11, 4, 0]","[0, 0, 16, 5, 0]","[0, 0, 27, 9, 0]",Manyara,Babati TC
15119,HARAMBEE,PS2106027,78.0,176.5128,C,"[1, 11, 19, 2, 0]","[1, 19, 24, 1, 0]","[2, 30, 43, 3, 0]",Manyara,Babati TC
15120,HAYATUL ISLAMIYA,PS2106008,43.0,211.814,B,"[3, 10, 8, 0, 0]","[5, 17, 0, 0, 0]","[8, 27, 8, 0, 0]",Manyara,Babati TC
15121,HIMITI,PS2106009,107.0,156.729,C,"[0, 14, 33, 6, 0]","[0, 8, 39, 7, 0]","[0, 22, 72, 13, 0]",Manyara,Babati TC
15122,IMBILILI,PS2106010,24.0,147.8333,C,"[0, 5, 4, 3, 0]","[0, 0, 10, 2, 0]","[0, 5, 14, 5, 0]",Manyara,Babati TC
15123,KIONGOZI,PS2106011,66.0,139.303,C,"[0, 3, 26, 9, 0]","[0, 0, 22, 6, 0]","[0, 3, 48, 15, 0]",Manyara,Babati TC
15124,KOMOTO,PS2106012,75.0,183.6,B,"[1, 22, 17, 1, 0]","[1, 16, 16, 0, 1]","[2, 38, 33, 1, 1]",Manyara,Babati TC
15125,KWAANG'W,PS2106029,132.0,182.1136,B,"[0, 31, 38, 1, 0]","[3, 37, 18, 4, 0]","[3, 68, 56, 5, 0]",Manyara,Babati TC
15126,MAISAKA,PS2106013,95.0,209.9474,B,"[7, 29, 5, 0, 0]","[7, 36, 11, 0, 0]","[14, 65, 16, 0, 0]",Manyara,Babati TC
15127,MALANGI,PS2106014,50.0,166.62,C,"[0, 7, 20, 0, 0]","[0, 7, 15, 1, 0]","[0, 14, 35, 1, 0]",Manyara,Babati TC
15128,MANAGHA,PS2106015,44.0,173.9318,C,"[0, 6, 14, 0, 0]","[0, 8, 15, 1, 0]","[0, 14, 29, 1, 0]",Manyara,Babati TC
15129,MUTUKA,PS2106037,30.0,138.3333,C,"[0, 1, 10, 4, 0]","[0, 0, 12, 3, 0]","[0, 1, 22, 7, 0]",Manyara,Babati TC
15130,NAKWA,PS2106016,112.0,158.9643,C,"[0, 19, 32, 7, 0]","[1, 14, 28, 11, 0]","[1, 33, 60, 18, 0]",Manyara,Babati TC
15131,NANGARA,PS2106017,73.0,165.1096,C,"[1, 12, 23, 1, 1]","[0, 7, 23, 5, 0]","[1, 19, 46, 6, 1]",Manyara,Babati TC
15132,OYSTERBAY,PS2106018,110.0,184.4545,B,"[1, 33, 28, 4, 0]","[4, 25, 14, 1, 0]","[5, 58, 42, 5, 0]",Manyara,Babati TC
15133,QARES,PS2106034,104.0,168.5865,C,"[0, 15, 38, 3, 0]","[0, 21, 25, 2, 0]","[0, 36, 63, 5, 0]",Manyara,Babati TC
15134,RIFT VALLEY,PS2106030,10.0,240.6,A,"[1, 3, 0, 0, 0]","[4, 1, 1, 0, 0]","[5, 4, 1, 0, 0]",Manyara,Babati TC
15135,SENDO,PS2106019,73.0,135.6849,C,"[0, 5, 25, 8, 0]","[0, 2, 14, 18, 1]","[0, 7, 39, 26, 1]",Manyara,Babati TC
15136,SIGINO,PS2106020,41.0,161.0976,C,"[0, 9, 17, 0, 0]","[0, 3, 8, 4, 0]","[0, 12, 25, 4, 0]",Manyara,Babati TC
15137,SINAI,PS2106021,145.0,162.5862,C,"[2, 25, 39, 7, 0]","[1, 13, 48, 10, 0]","[3, 38, 87, 17, 0]",Manyara,Babati TC
15138,SINGU,PS2106031,85.0,135.1176,C,"[0, 1, 26, 14, 0]","[0, 7, 22, 14, 1]","[0, 8, 48, 28, 1]",Manyara,Babati TC
15139,ST CLARE OF ASSISI,PS2106038,27.0,259.5185,A,"[12, 3, 0, 0, 0]","[11, 1, 0, 0, 0]","[23, 4, 0, 0, 0]",Manyara,Babati TC
15140,TARANGIRE,PS2106039,26.0,251.7308,A,"[11, 7, 0, 0, 0]","[8, 0, 0, 0, 0]","[19, 7, 0, 0, 0]",Manyara,Babati TC
15141,WAANG'WARAY,PS2106022,77.0,171.5584,C,"[1, 21, 22, 2, 0]","[0, 8, 22, 1, 0]","[1, 29, 44, 3, 0]",Manyara,Babati TC
15142,WANGBAY,PS2106023,49.0,144.4898,C,"[0, 1, 12, 6, 0]","[0, 8, 14, 8, 0]","[0, 9, 26, 14, 0]",Manyara,Babati TC
15143,ZIWANI,PS2106032,73.0,172.0685,C,"[1, 15, 22, 1, 0]","[0, 9, 25, 0, 0]","[1, 24, 47, 1, 0]",Manyara,Babati TC
15144,AMANI,PS2102122,94.0,129.8085,C,"[0, 0, 41, 9, 0]","[0, 4, 14, 25, 1]","[0, 4, 55, 34, 1]",Manyara,Hanang
15145,BAGARA,PS2102072,109.0,185.5688,B,"[1, 27, 28, 0, 0]","[3, 31, 19, 0, 0]","[4, 58, 47, 0, 0]",Manyara,Hanang
15146,BAKCHAN,PS2102104,28.0,164.75,C,"[0, 3, 11, 0, 0]","[0, 6, 8, 0, 0]","[0, 9, 19, 0, 0]",Manyara,Hanang
15147,BALANG'DALALU,PS2102001,94.0,164.4149,C,"[1, 8, 34, 3, 0]","[0, 19, 26, 3, 0]","[1, 27, 60, 6, 0]",Manyara,Hanang
15148,BARJOMOT,PS2102002,75.0,167.4533,C,"[3, 16, 24, 8, 0]","[0, 7, 14, 3, 0]","[3, 23, 38, 11, 0]",Manyara,Hanang
15149,BASHANG,PS2102073,99.0,126.0707,C,"[0, 9, 23, 26, 2]","[0, 0, 17, 22, 0]","[0, 9, 40, 48, 2]",Manyara,Hanang
15150,BASSODAGAW,PS2102105,19.0,155.8421,C,"[0, 2, 9, 0, 0]","[0, 3, 5, 0, 0]","[0, 5, 14, 0, 0]",Manyara,Hanang
15151,BASSODAMY,PS2102096,56.0,185.2679,B,"[1, 12, 20, 0, 0]","[3, 10, 10, 0, 0]","[4, 22, 30, 0, 0]",Manyara,Hanang
15152,BASSODESH,PS2102003,113.0,138.1239,C,"[0, 9, 33, 29, 1]","[1, 10, 15, 15, 0]","[1, 19, 48, 44, 1]",Manyara,Hanang
15153,BASSOTU B,PS2102056,200.0,145.035,C,"[0, 9, 75, 30, 0]","[1, 14, 55, 16, 0]","[1, 23, 130, 46, 0]",Manyara,Hanang
15154,BASSOTUGHANG,PS2102005,67.0,141.7612,C,"[0, 2, 29, 7, 0]","[0, 4, 17, 8, 0]","[0, 6, 46, 15, 0]",Manyara,Hanang
15155,BISHOP MAZZOLDI,PS2102128,6.0,246.3333,A,"[3, 0, 0, 0, 0]","[2, 1, 0, 0, 0]","[5, 1, 0, 0, 0]",Manyara,Hanang
15156,BOMANI,PS2102106,29.0,181.1379,B,"[0, 7, 8, 1, 0]","[0, 8, 5, 0, 0]","[0, 15, 13, 1, 0]",Manyara,Hanang
15157,DABASCHAND,PS2102074,75.0,146.48,C,"[0, 1, 21, 16, 0]","[0, 11, 22, 4, 0]","[0, 12, 43, 20, 0]",Manyara,Hanang
15158,DAJAMEDA,PS2102006,61.0,134.4098,C,"[0, 2, 9, 18, 0]","[1, 3, 20, 8, 0]","[1, 5, 29, 26, 0]",Manyara,Hanang
15159,DANG'AIDA,PS2102007,117.0,131.8718,C,"[0, 3, 25, 26, 0]","[0, 5, 36, 21, 1]","[0, 8, 61, 47, 1]",Manyara,Hanang
15160,DARAJANI,PS2102091,40.0,162.325,C,"[0, 4, 9, 2, 0]","[0, 11, 10, 3, 1]","[0, 15, 19, 5, 1]",Manyara,Hanang
15161,DAWAR,PS2102008,109.0,149.8991,C,"[0, 7, 49, 12, 0]","[0, 8, 28, 5, 0]","[0, 15, 77, 17, 0]",Manyara,Hanang
15162,DILING'ANG,PS2102086,83.0,140.5663,C,"[0, 5, 23, 12, 0]","[1, 9, 17, 16, 0]","[1, 14, 40, 28, 0]",Manyara,Hanang
15163,DILODA,PS2102062,93.0,148.0645,C,"[0, 4, 34, 12, 0]","[0, 15, 20, 8, 0]","[0, 19, 54, 20, 0]",Manyara,Hanang
15164,DIRMA,PS2102009,148.0,156.9662,C,"[0, 15, 48, 19, 0]","[0, 23, 40, 3, 0]","[0, 38, 88, 22, 0]",Manyara,Hanang
15165,DIYAGWA,PS2102075,81.0,135.1481,C,"[0, 4, 34, 8, 0]","[0, 7, 10, 18, 0]","[0, 11, 44, 26, 0]",Manyara,Hanang
15166,DR. MARY NAGU,PS2102063,76.0,162.6447,C,"[0, 16, 26, 4, 0]","[0, 7, 20, 3, 0]","[0, 23, 46, 7, 0]",Manyara,Hanang
15167,DRMARY MICHAEL NAGU,PS2102107,52.0,131.3846,C,"[0, 0, 14, 18, 0]","[0, 5, 9, 5, 1]","[0, 5, 23, 23, 1]",Manyara,Hanang
15168,DUMANANG,PS2102109,38.0,134.9211,C,"[0, 5, 14, 1, 0]","[0, 1, 4, 12, 1]","[0, 6, 18, 13, 1]",Manyara,Hanang
15169,DUMBETA,PS2102010,71.0,144.9155,C,"[0, 1, 26, 5, 0]","[0, 4, 28, 7, 0]","[0, 5, 54, 12, 0]",Manyara,Hanang
15170,ENDAGAW,PS2102011,82.0,166.9878,C,"[0, 16, 15, 2, 0]","[2, 15, 23, 9, 0]","[2, 31, 38, 11, 0]",Manyara,Hanang
15171,ENDAMUDAYGA,PS2102064,76.0,142.5,C,"[0, 4, 22, 14, 0]","[1, 5, 19, 11, 0]","[1, 9, 41, 25, 0]",Manyara,Hanang
15172,ENDASABOGHECHAN,PS2102057,26.0,181.0385,B,"[0, 4, 12, 1, 0]","[0, 7, 2, 0, 0]","[0, 11, 14, 1, 0]",Manyara,Hanang
15173,ENDASAK,PS2102012,121.0,154.7521,C,"[0, 13, 45, 9, 0]","[0, 9, 41, 4, 0]","[0, 22, 86, 13, 0]",Manyara,Hanang
15174,ENDASIWOLD,PS2102013,91.0,166.4835,C,"[1, 15, 23, 5, 0]","[2, 17, 23, 4, 1]","[3, 32, 46, 9, 1]",Manyara,Hanang
15175,ESHKESH,PS2102121,31.0,156.5806,C,"[0, 2, 19, 3, 0]","[0, 3, 4, 0, 0]","[0, 5, 23, 3, 0]",Manyara,Hanang
15176,FILUK,PS2102114,38.0,139.0,C,"[0, 1, 15, 4, 0]","[0, 4, 7, 7, 0]","[0, 5, 22, 11, 0]",Manyara,Hanang
15177,GABADAW,PS2102014,49.0,132.8571,C,"[0, 4, 14, 11, 0]","[0, 1, 12, 6, 1]","[0, 5, 26, 17, 1]",Manyara,Hanang
15178,GABESH,PS2102092,40.0,119.65,D,"[0, 0, 9, 9, 0]","[0, 0, 11, 11, 0]","[0, 0, 20, 20, 0]",Manyara,Hanang
15179,GAGHATA,PS2102015,56.0,111.9643,D,"[0, 1, 15, 22, 0]","[0, 0, 2, 16, 0]","[0, 1, 17, 38, 0]",Manyara,Hanang
15180,GARAWJA,PS2102016,48.0,144.125,C,"[0, 2, 23, 3, 0]","[0, 1, 14, 5, 0]","[0, 3, 37, 8, 0]",Manyara,Hanang
15181,GARBAPI,PS2102068,63.0,127.381,C,"[0, 5, 20, 10, 0]","[0, 1, 8, 19, 0]","[0, 6, 28, 29, 0]",Manyara,Hanang
15182,GASABOY,PS2102098,32.0,136.25,C,"[0, 0, 6, 6, 0]","[0, 2, 13, 5, 0]","[0, 2, 19, 11, 0]",Manyara,Hanang
15183,GAULAL,PS2102116,59.0,126.0847,C,"[0, 0, 15, 15, 0]","[0, 3, 15, 11, 0]","[0, 3, 30, 26, 0]",Manyara,Hanang
15184,GAWIDU,PS2102017,56.0,152.375,C,"[0, 4, 15, 5, 0]","[0, 6, 20, 6, 0]","[0, 10, 35, 11, 0]",Manyara,Hanang
15185,GEHANDU,PS2102018,74.0,148.5135,C,"[0, 5, 31, 9, 0]","[0, 8, 11, 10, 0]","[0, 13, 42, 19, 0]",Manyara,Hanang
15186,GENDABI,PS2102019,97.0,163.567,C,"[0, 15, 33, 1, 0]","[0, 12, 32, 3, 1]","[0, 27, 65, 4, 1]",Manyara,Hanang
15187,GETAGHUL,PS2102020,62.0,166.8065,C,"[0, 11, 21, 3, 0]","[0, 10, 17, 0, 0]","[0, 21, 38, 3, 0]",Manyara,Hanang
15188,GETANUWAS,PS2102021,69.0,138.9275,C,"[0, 2, 16, 17, 0]","[1, 10, 11, 12, 0]","[1, 12, 27, 29, 0]",Manyara,Hanang
15189,GETASAM,PS2102022,78.0,133.0897,C,"[0, 3, 14, 15, 0]","[0, 2, 27, 17, 0]","[0, 5, 41, 32, 0]",Manyara,Hanang
15190,GHAIRO,PS2102023,100.0,150.45,C,"[0, 9, 37, 11, 0]","[0, 15, 18, 10, 0]","[0, 24, 55, 21, 0]",Manyara,Hanang
15191,GICHBORD,PS2102110,46.0,123.2391,C,"[0, 3, 13, 8, 0]","[0, 3, 3, 15, 1]","[0, 6, 16, 23, 1]",Manyara,Hanang
15192,GIDABWANJA,PS2102079,48.0,174.4583,C,"[0, 8, 14, 5, 0]","[4, 11, 6, 0, 0]","[4, 19, 20, 5, 0]",Manyara,Hanang
15193,GIDAGAMOWD,PS2102054,40.0,158.325,C,"[0, 8, 14, 2, 0]","[0, 2, 13, 1, 0]","[0, 10, 27, 3, 0]",Manyara,Hanang
15194,GIDAGHARBU,PS2102058,79.0,128.0,C,"[0, 0, 24, 15, 0]","[0, 2, 23, 15, 0]","[0, 2, 47, 30, 0]",Manyara,Hanang
15195,GIDAGONGU,PS2102100,39.0,150.0769,C,"[0, 2, 13, 5, 0]","[0, 6, 12, 1, 0]","[0, 8, 25, 6, 0]",Manyara,Hanang
15196,GIDAHABABIEG,PS2102024,42.0,145.619,C,"[0, 1, 18, 3, 0]","[0, 2, 16, 2, 0]","[0, 3, 34, 5, 0]",Manyara,Hanang
15197,GIDAMAMBURA,PS2102112,36.0,129.8611,C,"[0, 1, 9, 10, 0]","[0, 0, 12, 4, 0]","[0, 1, 21, 14, 0]",Manyara,Hanang
15198,GIDAMULA,PS2102080,43.0,141.6744,C,"[0, 3, 17, 2, 0]","[0, 1, 11, 8, 1]","[0, 4, 28, 10, 1]",Manyara,Hanang
15199,GIDANGU,PS2102069,71.0,141.0563,C,"[0, 8, 28, 12, 2]","[0, 5, 11, 5, 0]","[0, 13, 39, 17, 2]",Manyara,Hanang
15200,GIDIKA,PS2102025,61.0,137.1475,C,"[0, 2, 22, 8, 0]","[0, 5, 12, 11, 1]","[0, 7, 34, 19, 1]",Manyara,Hanang
15201,GIJEGA,PS2102076,34.0,139.0882,C,"[0, 1, 8, 3, 0]","[0, 3, 14, 5, 0]","[0, 4, 22, 8, 0]",Manyara,Hanang
15202,GIJETAMUHOG,PS2102070,43.0,120.2093,D,"[0, 2, 9, 13, 0]","[0, 2, 5, 11, 1]","[0, 4, 14, 24, 1]",Manyara,Hanang
15203,GINIRISH,PS2102095,48.0,150.8958,C,"[0, 3, 19, 3, 0]","[0, 3, 16, 4, 0]","[0, 6, 35, 7, 0]",Manyara,Hanang
15204,GISAMBALANG,PS2102026,75.0,148.2667,C,"[0, 3, 36, 11, 0]","[0, 7, 15, 3, 0]","[0, 10, 51, 14, 0]",Manyara,Hanang
15205,GISAMJANGA,PS2102108,47.0,148.4043,C,"[0, 5, 22, 4, 0]","[0, 2, 10, 4, 0]","[0, 7, 32, 8, 0]",Manyara,Hanang
15206,GISYALI,PS2102087,57.0,127.7544,C,"[0, 1, 19, 14, 0]","[0, 2, 8, 13, 0]","[0, 3, 27, 27, 0]",Manyara,Hanang
